0,4.512109e-20,2.9703778e-20,4.273504e-31,8.77606e-15,1.0555558e-19,9.667877e-33,1.0442228e-17,3.9665226e-11,1.0,1.1462911e-23,7.3061436e-16
1,1.0,1.0997206e-12,2.2512473e-13,6.6388426e-13,1.9307795e-13,3.2958315e-13,7.390236e-16,6.6763693e-16,7.4887724e-15,3.8572652e-11,5.977549e-13
2,1.4951115e-13,3.979883e-09,3.4791104e-13,2.732045e-10,2.7698956e-05,0.99997234,8.665832e-16,4.1665442e-11,6.021771e-17,1.2756648e-09,1.5830731e-09
3,2.4861613e-15,1.2803023e-24,4.5743578e-29,6.6682533e-15,1.04757156e-22,6.27231e-20,1.0,1.7303244e-12,6.886837e-21,9.06673e-17,6.7981585e-13
4,1.956545e-16,7.44172e-17,1.2537626e-25,1.4439474e-14,1.9120676e-16,4.011032e-17,4.3464528e-08,1.7876376e-14,5.0133164e-17,3.9611144e-16,1.0
5,1.8758972e-12,3.286972e-10,9.718732e-23,1.9614598e-11,4.541071e-18,2.1864387e-19,1.0,9.600381e-11,1.2488258e-12,2.8229441e-12,1.3863766e-13
6,6.976511e-26,9.46988e-21,2.2969032e-38,8.363025e-17,6.0755607e-25,1.1547587e-28,1.07995377e-10,1.0,3.8265018e-08,5.2110413e-30,3.858637e-17
7,4.6836236e-11,0.9989237,0.001076308,1.279303e-12,2.6944275e-10,4.9409354e-10,6.459635e-15,5.368142e-11,1.0995354e-11,1.5736334e-11,2.505134e-10
8,2.0823294e-13,8.040511e-13,7.227045e-20,2.911958e-13,8.089322e-09,3.6641686e-18,6.0161015e-11,1.4608555e-12,2.0890474e-14,1.0,2.280522e-10
9,2.2891942e-11,5.7383158e-08,2.0828655e-10,1.7641105e-07,3.264907e-12,5.034302e-10,3.3721064e-09,5.1464335e-06,1.4956327e-09,3.821128e-08,0.99999464
10,6.7115395e-21,2.3203688e-19,4.7726467e-29,3.5528235e-14,1.6609581e-19,1.4692135e-23,4.3584025e-10,1.0,3.3152965e-08,6.4471194e-20,1.3507992e-13
