0,5.5006506e-11,3.4383724e-08,1.5299092e-05,6.0935275e-09,7.7136775e-08,9.771323e-10,4.671214e-09,0.9999846
1,1.550254e-16,1.2513992e-15,3.2775752e-10,1.0,1.9981581e-16,1.7198597e-10,6.7514904e-15,1.1915947e-16
2,6.5113866e-11,2.3391785e-08,6.4716045e-11,2.713779e-12,7.187631e-13,7.9251345e-12,1.0,4.4334967e-16
3,9.088867e-11,7.741638e-06,2.0391665e-08,8.750545e-09,6.007223e-12,1.389252e-08,0.99999225,5.0094065e-13
4,2.7502328e-14,2.768632e-11,1.4484374e-05,9.642137e-11,5.36259e-09,5.1075755e-11,2.4047628e-12,0.99998546
5,8.701546e-17,4.8158305e-12,7.5051955e-13,1.5922895e-09,5.871189e-16,2.607354e-15,1.0,6.884803e-17
6,2.787546e-15,2.2191451e-13,1.0,4.1735496e-10,2.4515969e-12,4.9581694e-14,5.3799337e-08,1.25121545e-11
7,3.7521192e-19,8.372193e-23,1.0,4.4322754e-14,1.6827283e-11,3.566523e-15,3.3124557e-21,1.2769326e-23
8,2.2220864e-12,3.3482293e-11,2.6475138e-05,1.1350713e-12,2.0250665e-08,4.7039006e-14,1.6060764e-13,0.99997354
9,6.4374635e-09,1.8972859e-09,0.9999908,7.484778e-07,2.4749463e-06,1.3547302e-08,4.8698038e-08,5.8653504e-06
10,1.7317504e-16,1.0,3.2526217e-17,3.5487237e-19,3.086463e-22,1.6282893e-22,4.6347716e-18,2.8296641e-21
11,3.197453e-13,1.0,1.2863584e-16,1.5728831e-17,1.4957836e-20,1.2184188e-18,1.6466134e-14,2.8417473e-21
12,1.7165387e-15,6.423946e-12,7.28703e-10,1.5986777e-12,7.693973e-12,6.582322e-12,1.0,3.357344e-13
13,1.3155791e-14,6.104612e-13,1.9222233e-07,2.932165e-14,3.9058645e-09,5.611844e-16,5.9504454e-15,0.99999976
14,6.0861566e-19,4.0200915e-10,4.2081063e-13,2.7222073e-09,5.2838354e-18,1.9730887e-14,1.0,2.2720401e-16
