0,8.5687214e-05,0.9999143
1,4.0935948e-08,1.0
2,3.835212e-08,1.0
3,9.456699e-22,1.0
4,2.8651128e-09,1.0
5,0.99997747,2.2558974e-05
6,4.651202e-13,1.0
7,0.9999628,3.7240152e-05
8,2.8513065e-11,1.0
9,4.7457693e-10,1.0
10,2.5354532e-06,0.9999975
11,0.0005630965,0.9994369
12,3.5985282e-23,1.0
13,3.3224736e-09,1.0
14,3.7600344e-12,1.0
15,1.0,3.0366117e-08
16,2.8073087e-08,1.0
17,1.0,4.56057e-09
18,0.9999994,5.6578625e-07
19,3.226265e-06,0.9999968
20,0.9999999,1.6822453e-07
21,2.03962e-10,1.0
22,2.2915646e-08,1.0
23,8.031379e-07,0.99999917
24,1.0,3.1502538e-09
25,2.984182e-05,0.9999702
26,1.4160408e-10,1.0
27,1.1305903e-11,1.0
28,0.0,1.0
29,1.6859247e-11,1.0
30,2.6016735e-09,1.0
31,1.13310325e-11,1.0
32,0.9999999,1.2682096e-07
33,8.670968e-12,1.0
34,1.5953395e-08,1.0
35,2.2025384e-25,1.0
36,1.5767156e-10,1.0
37,3.1665384e-12,1.0
38,0.99999547,4.507974e-06
39,1.8649756e-17,1.0
40,2.2155179e-08,1.0
41,9.919389e-14,1.0
42,2.7981925e-13,1.0
43,2.6083418e-09,1.0
44,4.2596358e-09,1.0
45,6.928839e-14,1.0
46,3.8551974e-08,1.0
47,5.286319e-09,1.0
48,2.916761e-09,1.0
49,2.1680427e-11,1.0
50,1.337808e-12,1.0
51,9.529915e-09,1.0
52,3.999213e-10,1.0
53,1.5388578e-10,1.0
54,5.4829176e-11,1.0
55,1.0,1.255951e-09
56,0.0011529636,0.998847
57,5.8492317e-10,1.0
58,2.7800968e-07,0.99999976
59,1.7246951e-10,1.0
60,4.6497676e-12,1.0
61,9.050189e-11,1.0
62,1.0,3.857299e-09
63,2.1010185e-11,1.0
64,9.135887e-10,1.0
65,2.0826166e-12,1.0
66,5.2460014e-09,1.0
67,0.99999285,7.182069e-06
68,1.0,3.9259606e-11
69,3.0846928e-10,1.0
70,1.333591e-09,1.0
71,5.413918e-05,0.9999459
